farm_id,s2_ndvi_20251013,s1_vh_db
1,0.1786882692008101,-18.353249255834704
2,0.15164473684210528,-17.958114447608587
3,0.2956721846930443,-15.85837533964908
4,0.2359161033107991,-14.567214997182255
5,0.19368183527641972,-15.157432304625063
6,0.2635867209846581,-15.901694990333601
7,0.2577789464457884,-16.5090720570971
8,0.2361610352264558,-15.807261074478316
9,0.4446140797285835,-12.736296984651041
10,0.3605571383349161,-17.257274580654894
11,0.2826199965343961,-15.630707816921474
12,0.21099496709252807,-16.08936186994797
13,0.19102296450939457,-16.811630687864533
14,0.28593886462882095,-14.198913040053633
15,,
16,,
17,,
18,,
19,,
20,0.3018787724220012,-15.201271560882695
21,0.23244828147906826,-15.549306167743662
22,0.19112252384446074,-17.582618662540504
23,,
24,0.24125495852866932,-14.816009956937119
25,0.2579243765084473,-14.190500084646034
26,0.22516082916368835,-14.666017983056234
27,0.2322468902535034,-15.237278623174817
28,0.37501054585337046,-13.678688585326013
29,0.1572093023255814,-15.376401199695248
30,0.4666666666666667,-8.424089705926512
31,0.14105263157894737,-15.398139145118607
32,0.20339676693267852,-15.950566501682777
33,0.26097158251499086,-16.32213603121007
34,0.2636682828958368,-14.689853991082401
35,0.17084003369323839,-17.81096100015747
36,0.17861885790172644,-17.07669763554899
37,0.17791164658634537,-17.33966267733308
38,0.16900441392839627,-16.254375653505527
39,0.29716655148583276,-14.37591822836528
40,0.2736086175942549,-14.456158721777301
41,0.44549418604651164,-9.834611311078081
42,0.6033402922755741,-9.37411742784151
43,0.292402397537664,-12.11170306582855
44,0.3165041782729805,-13.374631512815203
45,0.32414280664545775,-13.65129931560146
46,,
47,0.41301925831609104,-13.034444067239635
48,0.25655952079642286,-14.474383762426264
49,0.1934541203974284,-17.363790186793096
50,,
51,0.33202086819568855,-16.98843504686336
52,,
53,0.38847038299896913,-13.8166563117164
54,0.2053501180173092,-18.23199555626135
55,0.1607709197365211,-16.7801843016293
56,0.18563734290843806,-16.899471550600715
57,,
58,0.3690863127482846,-13.87039227259892
59,0.41314633322068267,-13.773531745092143
60,0.32094536735742424,-13.115493384806648
61,0.3432987078794021,-14.397251887602536
62,0.2292358803986711,-14.626157785644322
63,0.16082643123691637,-16.46845707636923
64,0.31298299845440497,-13.310244894924123
65,0.1604288132405492,-16.969538161258527
66,0.15884910722546025,-17.53629629235577
67,0.29346889539893156,-12.16246891014988
68,0.23569350145489815,-12.951761604270867
69,0.20630132394838277,-15.445828750656808
70,0.2157156220767072,-17.470098024990925
71,0.22615606936416185,-17.24057476879346
72,0.31875224094657584,-14.838761463702085
73,0.15712338104976142,-16.60191715441758
74,0.4892354636379047,-12.411772174188068
75,0.2687420584498094,-15.31426606268693
76,0.30842391304347827,-14.349992150981613
77,0.17,-18.916513457067715
78,0.2321719309671117,-15.359364600675427
79,0.21379310344827587,-16.708253827791204
80,0.18045263368716202,-16.586539890386515
81,0.17832492016070878,-16.177749655244014
82,0.37719298245614036,-15.166400157651987
83,0.35064935064935066,-14.414926155391587
84,0.37405084186200066,-13.75253223703343
85,0.5263415429783069,-10.444147212752203
86,0.5862171174509078,-9.68480458816281
87,0.25645249862712793,-15.163927728442705
88,0.2800763844684914,-13.740170805838982
89,0.22735825901988055,-14.002032223338944
90,0.39879179783884966,-12.440705088431326
91,0.49006316438145126,-13.147227764383565
92,0.4885738631962197,-12.635305615829683
93,0.4590100839042414,-11.154309963430808
94,0.42021614748887476,-14.300873118248719
95,0.263836114323476,-15.671597914464572
96,0.35701305137948125,-14.867718226254258
97,0.2795436022819886,-15.628553364765141
98,0.24121075390110924,-16.159802107464838
99,0.2597938144329897,-14.33410649826052
100,0.15606307775965197,-16.303727250738053
101,0.37641092753149025,-14.98881944847174
102,0.3553580412544021,-14.60848497925134
103,0.5966689798750867,-9.80688295141278
104,0.42900716791215493,-14.401333580033107
105,0.43302180685358255,-12.47679699001253
106,0.5203047742563022,-9.808408597376776
107,0.3177257525083612,-15.483625375192307
108,0.4551259311812699,-9.805008086725037
109,0.4268311728877089,-13.20174681034366
110,0.40783534934103627,-12.213929202190116
111,0.41212305817849526,-13.201203087009075
112,0.1543462557187575,-17.769820857159257
113,0.24428822495606328,-13.366134460413404
114,0.23781604983510443,-16.35272388845032
115,0.48763758175147554,-12.93771373906052
116,0.28075606974091577,-15.20040686257615
117,0.14937533948940793,-14.286573178526998
118,0.20200595517943895,-16.112589421340523
119,0.1919634703196347,-13.730149811470733
120,0.21085427135678392,-13.421309016237553
121,0.42322557976106817,-12.671641305333047
122,0.20672921384665158,-16.61876963777964
123,0.46791207021499315,-14.198005676724858
124,0.1733833177132146,-15.56763826568101
125,0.14782608695652175,-17.39283413432363
126,0.408767576509512,-12.622685161955756
127,0.4261046216353479,-13.545110865411306
128,0.20808823529411766,-16.015704336511178
129,0.19160052245554104,-16.28381340876518
130,0.3442455242966752,-13.644230931361125
131,0.4688842909438167,-13.163350511249783
132,0.3118003303358414,-16.25373203106852
133,0.24627587541110466,-15.074295929775534
134,0.4605851979345955,-14.201403414015433
135,0.27553775956793,-14.728867991457948
136,0.2744630071599045,-12.960175242205125
137,0.4718792866941015,-11.064920517127298
138,0.42243116185359303,-11.452956034774076
139,0.3624632103237492,-15.13678403469504
140,0.44633398383049905,-11.992591872269223
141,0.15613211887018125,-16.14491031444619
142,0.15201729106628242,-16.369349416320492
143,0.15211771724000794,-14.979027614101998
144,0.43776143083802105,-13.066633344302776
145,0.1916402313864527,-15.395122172585712
146,0.22291207690767073,-14.96894082209086
147,0.21334448860071115,-15.094405140785048
148,0.4289344132126409,-14.004983584884322
149,0.16351330564528535,-16.03007311222297
150,0.1983640081799591,-15.319525146688653
151,0.3217094017094017,-13.516292563638547
152,0.3458323188052918,-14.026927889341643
153,0.31878422347432744,-15.000828236001809
154,0.5768732921041277,-11.654792897582471
155,0.18130173673105016,-17.291194540799072
156,0.3243198130529127,-15.58342890919948
157,0.2347022925944252,-14.298793241841231
158,0.2788020427594564,-15.049251521743033
159,0.25848032564450474,-14.412333332622769
160,0.18084291187739462,-16.088558835938272
161,0.2386381631037213,-14.652670330092299
162,0.2245129563079251,-16.60254032698354
163,0.4459902525476296,-11.870851907585052
164,0.14815894297095114,-16.787242426685204
165,0.2157968970380818,-16.454165923506622
166,0.2115246098439376,-16.627813416307575
167,0.2752645874309263,-16.063239633719476
168,0.2626697581980788,-16.886429632987948
169,0.13876381498158002,-18.387035930967347
170,0.19660954486825133,-15.641960079728905
171,0.21670345842531272,-16.717159005201083
172,0.2118609406952965,-14.138344104888393
173,0.4120977635179768,-11.54192199721817
174,0.19293869327448912,-15.334627811401603
175,0.40531622364802933,-15.001113142088302
176,0.3130789181178214,-14.619982986823866
177,0.294467382328654,-14.652840831195215
178,0.24438484746899095,-17.58218634433197
179,0.344464609800363,-14.54597619496797
180,0.31463332206826633,-15.582539823606197
181,0.2067785562978654,-17.44445915225339
182,0.3453388055951085,-14.122500174492487
183,0.26664390576988733,-14.416635882626617
184,0.29067879181552453,-15.483405777781766
185,0.26920654911838793,-15.451790679140306
186,0.2824832319450944,-14.925262391535068
187,0.24226884226884227,-14.361836532031225
188,0.24607989914112363,-15.723344294845266
189,0.3005229160258382,-14.167555209806626
190,0.16465550797975867,-14.874188422821152
191,0.2887372013651877,-16.049808563537994
192,0.20277231432050202,-15.410249826581337
193,0.19761037991225613,-15.824717885121238
194,0.20202702702702702,-17.14099347343197
195,0.20175438596491227,-16.89059257221276
196,0.25661842569714083,-15.12993129508631
197,0.18510158013544017,-15.236277746733567
198,0.20148123211580543,-18.4421964486971
199,0.25311498754004985,-15.278242781744773
200,0.4658843252305113,-11.703289283352982
201,0.25167580743449114,-15.24635376081072
202,0.21028520762524014,-16.92216486842907
203,0.16924549369915456,-17.031321349987326
204,0.2632978723404255,-17.42314051232101
205,0.4640677966101695,-12.981070963983532
206,0.4119226213975523,-13.287467845960794
207,0.35236909670893957,-16.069579784413072
208,0.28064969545525537,-12.521958395519878
209,0.33524560774471135,-13.324591586673382
210,0.3464968152866242,-16.17331865130599
211,0.3220463746779536,-13.154308031502728
212,0.25271739130434784,-14.309522040733851
213,0.4374346462181945,-11.349426642072205
214,0.3193717277486911,-14.62124551828703
215,0.2806621519939804,-16.60396513659461
216,0.4218426966292135,-11.196841815067526
217,0.38587848932676516,-14.684776168820019
218,0.3560257589696412,-11.630220174479987
219,0.3829669314612969,-12.05579125164735
220,0.21568627450980393,-17.30369165512951
221,0.28551724137931034,-15.805817111869567
222,0.27788066672034784,-16.36634888285447
223,0.21828490432317504,-16.409209447359107
224,0.2019107110049605,-18.49556551519897
225,0.17181327098282673,-18.603502511099713
226,0.16056553305311425,-15.799619657212382
227,0.24747044917257682,-12.050504143146322
228,0.18217859165565414,-16.626698655097172
229,0.4368526820219508,-14.883067842047657
230,0.40046586633219855,-12.552437888066056
231,0.257960759086523,-14.37735644022367
232,0.4475027189826822,-13.557817910127994
233,0.2623152709359606,-15.315206132493993
234,0.3013213019658395,-15.258798193697203
235,0.15829868883914294,-14.41073406860127
236,0.31440463802586593,-15.465811213753927
237,0.26657263751763044,-15.262561396177087
238,0.38080756884608885,-13.638005112658519
239,0.32042226779068883,-14.863606359984242
240,0.34069428495715925,-14.129147557064037
241,0.24134199134199133,-12.829419558569455
242,0.26811594202898553,-15.555783494940446
243,0.1973392461197339,-15.48184189628681
244,0.3932782545921232,-13.011535637325316
245,0.21217187761243939,-15.264382507236219
246,0.5134033547577991,-10.001385379106134
247,0.28156365557316426,-14.282019778429088
248,0.39041719803242847,-11.69081534051901
249,0.2573421154591244,-15.311515093744852
250,0.28943075470078133,-14.26461518177377
251,0.29623468924845003,-15.965254999286971
252,0.280297849707469,-15.169944048413203
253,0.5849586081100042,-10.421626302869987
254,0.38588947284599456,-13.505149277204254
255,0.17683855962787715,-17.976670700506236
256,0.25254515599343186,-16.265786494875897
257,0.39638288486987205,-14.300555618491334
258,0.19875883468367522,-18.07322762672201
259,0.2298507462686567,-15.173044914330418
260,0.26999001459405486,-15.781305405332448
261,0.24145616641901932,-15.608789190288014
262,0.1696557410843125,-17.772007651153277
263,0.15879962488277588,-17.99837493983583
264,0.4438863729930012,-14.216054515560417
265,0.31419314193141934,-14.788328072136409
266,0.21504702194357367,-15.997547878673505
267,0.5645897775813816,-10.932911566641241
268,0.36136614028644876,-10.741247926777163
269,0.3500717360114778,-14.577905159373174
270,0.21063027473514095,-17.253350176646194
271,0.3029034059184813,-13.394620310616148
272,0.17394468704512372,-17.00378145191509
273,0.20089321317489434,-16.360987576722344
274,0.1324034768546594,-15.277620448160638
275,0.40664961636828645,-15.063236535730077
276,0.19048072346501665,-15.516426454036012
277,0.3221059516023545,-15.662816628025434
278,0.3568454567719814,-12.527461295879005
279,0.23884846567541917,-15.432909007181685
280,0.22300194931773878,-17.15220872214626
281,0.5751004016064257,-12.400290778741788
282,0.5516956162117452,-14.227507449622783
283,0.29385826771653545,-16.270052439638395
284,0.2878259425344627,-15.275320333319781
285,0.23365200764818356,-15.33427333596127
286,0.3698497333979641,-15.244474160353986
287,0.17734616082773644,-13.39748860862995
288,0.2227018091652126,-14.331143908363494
289,0.3516563523844194,-12.296548950679284
290,0.4075611296580348,-12.094295634993276
291,0.44312677467847,-14.082134174741721
292,0.5349548722655653,-8.913362588075481
293,0.19313171939051743,-16.01163848011053
294,0.4722434753039191,-11.031835848766907
295,0.372848948374761,-15.094814166836523
296,0.3364390051322542,-14.450163321848713
297,0.2449674821926293,-16.381291104524752
298,0.25557193651894894,-15.35691762021741
299,0.19970712062969065,-14.502721856260948
300,0.14682306940371456,-14.821977740609324
301,0.17900187483260424,-17.442002049822435
302,0.17359329570720028,-18.49112343867518
303,0.38538487622923023,-14.070388414712802
304,0.2674449692540772,-14.88716902233731
305,0.22462899806433773,-15.253277590097063
306,0.25732235334069103,-13.320881687121505
307,0.2803250145095763,-14.643859674745448
308,0.37530099759201924,-13.104145957630626
309,0.19103773584905662,-15.584469771395302
310,0.23294723294723294,-14.049642934233852
311,0.27801372100620714,-13.864550565934152
312,0.14814814814814814,-17.01180142021398
313,0.19907273254129237,-15.536120373104055
314,0.1776925535314797,-15.831030891006847
315,0.2859229505203579,-13.617835178780384
316,0.3464991023339318,-13.609774453618414
317,0.17971497316305757,-16.744099674063282
318,0.18845055199567667,-14.912042766271917
319,0.285750571501143,-15.898435618060336
320,0.43312666076173606,-11.395282674692794
321,0.3401920438957476,-12.666060678893544
322,0.3095944609297725,-13.569740656188067
323,0.14614605396445346,-13.053716798904988
324,0.15460122699386503,-17.128271392642304
325,0.43212382643998987,-13.316228931554
326,0.1779828089267408,-17.88710069287494
327,0.2582688247712878,-15.84584411153379
328,0.27098976109215017,-14.634441294026884
329,0.2071700507614213,-16.960752770610327
330,0.20823957071144192,-15.912872648158183
331,0.2744422274623617,-13.585884285879752
332,0.16806722689075632,-13.851486832193704
333,0.15614617940199335,-15.588311591065224
334,0.4173822325656047,-13.825336324689939
335,0.16892327530625403,-17.421369064619924
336,0.19515530377026763,-13.000352314149161
337,0.41202185792349727,-11.959096919936208
338,0.249351167897784,-15.502812902552245
339,0.29605363400883744,-15.137575690637128
340,0.33806841374806107,-17.761387821661497
341,0.25179370304718496,-16.237186672676863
342,0.25158527546734744,-18.33006782100393
343,0.24515470928255695,-14.136466206715957
344,0.4706382978723404,-11.600454685951053
345,0.1909212283044059,-15.778262105650905
346,0.1702962035878181,-18.50754933833963
347,0.2987453374025093,-15.543022266193171
348,0.1741229481815256,-18.51192139885991
349,0.21954530030539532,-16.635379098190043
350,0.2927835051546392,-12.92440522806068
351,0.33162573451860783,-15.135219232587886
352,0.2607428987618354,-14.288063957776647
353,0.3074706273553536,-14.250015281853326
354,0.33659047286686444,-15.632798232513498
355,0.4581889407864999,-14.175514585129878
356,0.3639037895829728,-14.661483278852852
357,0.36301134410450325,-14.410654109689904
358,0.3831101956745623,-15.333468897329379
359,0.5416365997979506,-12.727507354073925
360,0.27691153172684063,-14.39638182464944
361,0.21802858189813118,-16.77039203024944
362,0.23051513959889894,-15.790980732259525
363,0.2931995540691193,-16.394760152849564
364,0.4186965108624095,-15.197548756299888
365,0.26997193638914874,-14.505945191590776
366,0.32465130615704707,-15.891219827552764
367,0.2266642045979134,-12.233758955299335
368,0.3745042492917847,-13.539142565858683
369,0.19500780031201248,-14.4635367775569
370,0.4588389635946212,-12.863220517420766
371,0.40022125776529655,-13.580534901846873
372,0.42541245573119113,-14.712623994247407
373,0.2263653483992467,-14.979737938803465
374,0.24157603850953824,-16.301181051253526
375,0.23830594184576487,-16.16335285140364
376,0.28036175710594313,-15.681362751145734
377,0.3138818114572203,-14.883885427174931
378,0.4333907056798623,-12.518967617454296
379,0.4119831223628692,-13.89489460610884
380,0.3319376988779099,-15.29049063996453
381,0.3109466894327452,-14.888722363157692
382,0.3561620024335129,-14.476739505592471
383,0.22146200936262153,-14.301851459605611
384,0.29984982479559485,-15.97483085713865
385,0.28451296426068673,-11.145984829131311
386,0.21640560593569663,-13.873950812220901
387,0.370755843712677,-15.71095359822481
388,0.35928349982776436,-13.197725611954631
389,0.3796234028244788,-14.503364780437435
390,0.29069649211997967,-14.342325232222606
391,0.208659793814433,-16.298235854990786
392,0.40369747899159664,-15.077154107769971
393,0.4762965319758193,-13.756645559684731
394,0.3996228355906052,-12.665956657050701
395,0.40376068376068375,-14.590564509642478
396,0.382689556509299,-12.858665101325382
397,0.2330913259457394,-14.404067248121688
398,0.33644681662218834,-12.462049959740263
399,0.3581619418195294,-14.182659872061134
400,0.2162926645295116,-12.463380621290867
401,0.2506715189325015,-12.745581929425025
402,0.2638975362447745,-18.600016168676436
403,0.39343968453127803,-17.033347303809872
404,0.45081152699569393,-13.99208866966871
405,0.4875491480996068,-15.66758821890999
406,0.25919083687419175,-15.255459839297892
407,0.46567779151215494,-15.142566034431217
408,0.5258946096934923,-14.107535253086265
409,0.32882795906545664,-13.776342017524897
410,0.42345850718590633,-13.510872752413905
411,0.47930574098798395,-13.142538786852347
412,0.18610421836228289,-16.1115435101807
413,0.28958683866143203,-14.21129303047386
414,0.3145332390381895,-15.177166151105757
415,0.34606597825093666,-12.751275503248106
416,0.28600964851826327,-16.589007336772465
417,0.325386941825298,-17.013840249419886
418,0.2986850344395742,-15.401929550884638
419,0.36059077809798273,-16.053340892272136
420,0.190809549452522,-14.892630732878844
421,0.39074820396004906,-15.062033900320097
422,0.24239303436007864,-14.729104238601575
423,0.2906804733727811,-12.264198715624339
424,0.3527207850133809,-14.703887641319032
425,0.455046503616948,-13.992622134416052
426,0.40088430361090643,-14.664583004414917
427,0.3126798713390892,-14.147784056729758
428,0.21272660007399186,-14.333774271699578
429,0.2934370636345502,-17.76081053402064
430,0.265179677819083,-17.728385168287225
431,0.260583641594739,-14.785057472547354
432,0.38831498729889924,-13.587534106825316
433,0.39494362828834984,-11.060283619886505
434,0.414387031408308,-15.113672443274114
435,0.4227405247813411,-14.428421464447336
436,0.43120351588911426,-15.363525840220003
437,0.39758238118893857,-14.5680796733388
438,0.42601194426011946,-14.927275161428351
439,0.2374839537869063,-17.08695817121224
440,0.3161485974222896,-11.905515920335494
441,0.276078431372549,-11.717808189645023
442,0.2057483350858745,-18.307539486301998
443,0.291156697121186,-15.679356816374039
444,0.4527244949923612,-11.438670325077116
445,0.4418483904465213,-11.293250184823897
446,0.47683653209794835,-11.639491757538496
447,0.5058074781225139,-12.332869426063038
448,0.4968553459119497,-12.92717528020384
449,0.503938223938224,-13.432850570827137
450,0.5362799818977221,-11.480398651969814
451,0.19669154730683883,-16.90170562875954
452,0.46313517103952173,-14.057999047383312
453,0.44129215833961,-12.863821760277428
454,0.3021755314748945,-13.855246877192155
455,0.26996722442642745,-16.395328017351694
456,0.5000786039930829,-13.501202070544378
457,0.4818166582872465,-14.704625575095193
458,0.47618251713187365,-12.431032271648155
459,0.4099276791584484,-14.274480909704163
460,0.3671399594320487,-20.23264220920886
461,0.25024630541871923,-16.331169826660854
462,0.38142225246682543,-11.448806947707602
463,0.42778541953232463,-12.727515994605472
464,0.27233115468409586,-16.736849671826928
465,0.39321050835892185,-14.578233615838982
466,0.4076465590484282,-16.02531721515661
467,0.29142466689443114,-14.947761918715383
468,0.4448199126349625,-13.54777216102471
469,0.49258379087109727,-15.066630313151588
470,0.3622285664849901,-14.777773299708702
471,0.48118811881188117,-11.69758473219745
472,0.3706181428953706,-14.246719109507032
473,0.402903359601825,-15.00668747355805
474,0.48471177944862154,-16.819591240911667
475,0.383278289588041,-15.0016407858333
476,0.4243567753001715,-15.18402570072916
477,0.27211725233974926,-13.543219717579998
478,0.38332290642595407,-14.355072959107812
479,0.4433043028369406,-14.861354779784666
480,0.40054682159945315,-15.842750606252206
481,0.2231436837029894,-16.02629007467604
482,0.4919908466819222,-9.5893221935339
483,0.41217712177121774,-11.877558415204135
484,0.4086698129697605,-15.864062642385935
